xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size,tagged_sequence
/html/body/document/type/sequence/filename/description/text/div[145]/p/font,-,1898,/html/body/document/type/sequence/filename/description/text/div[145]/p/font,-,n,278,"[0.8028395484091687, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,419.0,0.8028395484091687,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8028395484091687,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[145]/p/font,68,1899,/html/body/document/type/sequence/filename/description/text/div[145]/p/font,68,n,278,"[0.8028395484091687, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,420.0,0.8028395484091687,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8028395484091687,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[145]/p/font,-,1900,/html/body/document/type/sequence/filename/description/text/div[145]/p/font,-,n,278,"[0.8028395484091687, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,421.0,0.8028395484091687,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8028395484091687,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[1213],Section 6.08.,1901,/html/body/document/type/sequence/filename/description/text/p[1213],Section 6.08.,ssn,279,"[0.804470293077888, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,422.0,0.804470293077888,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.804470293077888,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1213]/u,Employee Benefits,1902,/html/body/document/type/sequence/filename/description/text/p[1213]/u,Employee Benefits,sst,280,"[0.804470293077888, 0.13470625, 0.07301458333333334, 0.00034211426616489907]",2.0,423.0,0.804470293077888,0.13470625,0.07301458333333334,0.00034211426616489907,0.804470293077888,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1213],.,1903,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215],(a),1904,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215],"Parent agrees that the Continuing Employees shall, following the Effective Time receive compensation and benefits (including severance benefits) substantially comparable to those provided by Parent and its Affiliates to similarly situated employees of Parent and its Affiliates (excluding defined benefit pension plans and stock-based compensation);",1905,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215]/u[1],provided,1906,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215],", that, to the extent any Continuing Employee is provided with compensation and benefits that are substantially the same as those provided to such Continuing Employee by the Company immediately prior to the Closing Date, such compensation and benefits will be deemed to satisfy the requirements of this section;",1907,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215]/u[2],provided,1908,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215],",",1909,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215]/u[3],however,1910,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1215],", that the requirements of this Section 6.08(a) shall not apply to Continuing Employees who are covered by a collective bargaining agreement or other agreement with a labor union, labor organization, works council or similar organization.",1911,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1217],(b),1912,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1217],"Parent shall use commercially reasonable efforts to (i) cause any pre-existing conditions or limitations and eligibility waiting periods under any group health plans of Parent or its Affiliates to be waived with respect to the Continuing Employees and their eligible dependents, except to the extent such pre-existing conditions or limitations and eligibility waiting periods would not have been satisfied or waived under the comparable Company Benefit Plan immediately prior to the Effective Time, (ii) give each Continuing Employee credit for the plan year in which the Effective Time occurs towards applicable deductibles and annual out-of-pocket limits for medical expenses incurred prior to the Effective Time for which payment has been made and (iii) give each Continuing Employee service credit for such Continuing Employee’s employment with the Company and its Subsidiaries for purposes of vesting, benefit accrual and eligibility to participate under each applicable benefit plan of Parent or any of its Affiliates, as if such service had been performed with Parent, except for benefit accrual under defined benefit pension plans, for purposes of qualifying for subsidized early retirement benefits, to the extent it would result in a duplication of benefits or to the extent that such service was not recognized under the comparable Company Benefit Plan immediately prior to the Effective Time.",1913,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1219],(c),1914,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1219],"Prior to the Effective Time, if requested by Parent in writing at least 10 Business Days prior to the Effective Time, to the extent permitted by applicable Law and the terms of the applicable plan or arrangement, the Company shall cause the Company 401(k) Plans to be terminated effective immediately prior to the Effective Time. In the event that Parent requests that the Company 401(k) Plans be terminated under this Section 6.08(c), the Company shall, prior to the Effective Time, provide Parent with evidence that such Company 401(k) Plans have been terminated (the form and substance of which shall be subject to reasonable review and comment by Parent not later than the day immediately preceding the Effective Time).",1915,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[147]/p/font,-,1916,/html/body/document/type/sequence/filename/description/text/div[147]/p/font,-,n,281,"[0.8111985403124644, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,424.0,0.8111985403124644,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8111985403124644,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[147]/p/font,69,1917,/html/body/document/type/sequence/filename/description/text/div[147]/p/font,69,n,281,"[0.8111985403124644, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,425.0,0.8111985403124644,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8111985403124644,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[147]/p/font,-,1918,/html/body/document/type/sequence/filename/description/text/div[147]/p/font,-,n,281,"[0.8111985403124644, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,426.0,0.8111985403124644,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8111985403124644,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[1223],(d),1919,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1223],"Prior to making any written or oral communications to the directors, officers or employees of the Company or any of its Subsidiaries pertaining to compensation or benefit matters that are affected by the transactions contemplated by this Agreement, the Company shall provide Parent with a copy of the intended communication, Parent shall have a reasonable period of time to review and comment on the communication, and the Company shall consider any such comments in good faith.",1920,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1225],(e),1921,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1225],"Between the date of this Agreement and the Closing Date, with prior notice to and consultation with the Company, Parent may (or may cause its Subsidiaries to) seek to enter into new employment or similar agreements with certain employees of the Company (contingent on the occurrence of the Closing), including agreements with non-competition and non-solicitation provisions, to the extent such covenants are enforceable pursuant to their terms and applicable Law. The Company shall use its reasonable best efforts to cooperate to facilitate Parent’s (or its Subsidiaries’) efforts to seek such agreements, including providing reasonable access to employees of the Company.",1922,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1227],(f)            The Company shall make available to Parent the documents and information set forth on Section 6.08(f) of the Company Disclosure Schedules within ten Business Days of the date of the Agreement.,1923,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1229],(g),1924,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1229],"Nothing set forth in this Agreement is intended to (i) be treated as an amendment of any particular Company Benefit Plan, (ii) prevent Parent, the Surviving Corporation or any of their Affiliates from amending or terminating any of their benefit plans or, after the Effective Time, any Company Benefit Plan in accordance with their terms, (iii) prevent Parent, the Surviving Corporation or any of their Affiliates, after the Effective Time, from terminating the employment of any Continuing Employee, or (iv) without limiting the generality of Section 9.08, create any third-party beneficiary rights in any employee of the Company or any of its Subsidiaries, any beneficiary or dependent thereof, or any collective bargaining representative thereof, with respect to the compensation, terms and conditions of employment and/or benefits that may be provided to any Continuing Employee by Parent, the Surviving Corporation or any of their Affiliates or under any benefit plan which Parent, the Surviving Corporation or any of their Affiliates may maintain.",1925,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1231],Section 6.09.,1926,/html/body/document/type/sequence/filename/description/text/p[1231],Section 6.09.,ssn,282,"[0.8181320561067397, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,427.0,0.8181320561067397,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.8181320561067397,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1231]/u,Indemnification; Directors’ and Officers’ Insurance,1927,/html/body/document/type/sequence/filename/description/text/p[1231]/u,Indemnification; Directors’ and Officers’ Insurance,sst,283,"[0.8181320561067397, 0.13470625, 0.19200277777777777, 0.00034211426616489907]",2.0,428.0,0.8181320561067397,0.13470625,0.19200277777777777,0.00034211426616489907,0.8181320561067397,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1231],.,1928,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1233],(a),1929,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1233],"From and after the Effective Time, to the fullest extent that the Company would have been permitted under applicable Law and the Company’s Organizational Documents in effect as of the date of this Agreement, Parent and the Surviving Corporation shall, jointly and severally, indemnify, defend and hold harmless the Indemnified Parties against all costs or expenses (including reasonable and documented attorneys’ fees), judgments, fines, losses, claims, damages or liabilities incurred in connection with, arising out of or otherwise related to any Proceeding, in connection with, arising out of or otherwise related to matters existing or occurring at or prior to the Effective Time, whether asserted or claimed prior to, at or after the Effective Time, and advance related expenses as incurred;",1930,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1233]/u,provided,1931,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1233],that any Person to whom expenses are so advanced provides an undertaking to repay such advances if it is ultimately determined by final adjudication by the Chosen Courts that such Person is not entitled to such advanced expenses.,1932,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[149]/p/font,-,1933,/html/body/document/type/sequence/filename/description/text/div[149]/p/font,-,n,284,"[0.8209716045159083, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,429.0,0.8209716045159083,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8209716045159083,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[149]/p/font,70,1934,/html/body/document/type/sequence/filename/description/text/div[149]/p/font,70,n,284,"[0.8209716045159083, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,430.0,0.8209716045159083,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8209716045159083,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[149]/p/font,-,1935,/html/body/document/type/sequence/filename/description/text/div[149]/p/font,-,n,284,"[0.8209716045159083, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,431.0,0.8209716045159083,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8209716045159083,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[1237],(b),1936,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],"Prior to the Effective Time, the Company shall and, if the Company is unable to, Parent shall cause the Surviving Corporation as of the Effective Time to, obtain and fully pay the premium for “tail” insurance policies for the extension of (i) the directors’ and officers’ liability coverage of the Company’s existing directors’ and officers’ insurance policies, and (ii) the Company’s existing fiduciary liability insurance policies (collectively, “",1937,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237]/b/u,D&O Insurance,1938,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],"”), in each case for a claims reporting or discovery period of the Tail Period with respect to any claim related to matters existing or occurring at or prior to the Effective Time from the Company’s D&O Insurance carrier as of the date of this Agreement with terms, conditions, retentions and limits of liability that are substantially identical to the Company’s existing policies;",1939,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237]/u[1],provided,1940,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],",",1941,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237]/u[2],however,1942,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],", that in no event shall the premium amount for such policies exceed the amount set forth in Section 6.09(b) of the Company Disclosure Schedule. If the Company fails to obtain such “tail” insurance policies prior to the Effective Time, the Surviving Corporation shall, and Parent shall cause the Surviving Corporation to, continue to maintain in effect for the Tail Period the D&O Insurance in place as of the date of this Agreement with the Company’s D&O Insurance carrier as of the date of this Agreement or with one or more insurance carriers with the same or better credit rating as such carrier with terms, conditions, retentions and limits of liability that are at least as favorable to the insureds as provided in the Company’s existing policies as of the date of this Agreement, or the Surviving Corporation shall, and Parent shall cause the Surviving Corporation to, purchase comparable D&O Insurance for the Tail Period with terms, conditions, retentions and limits of liability that are at least as favorable as provided in the Company’s existing policies as of the date of this Agreement and from an insurance carrier with the same or better credit rating as the Company’s D&O Insurance carrier as of the date of this Agreement, in each case providing coverage with respect to any matters existing or occurring at or prior to the Effective Time;",1943,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237]/u[3],provided,1944,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],",",1945,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237]/u[4],however,1946,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],", that in no event shall the annual cost of such D&O Insurance exceed during the Tail Period the amount set forth in Section 6.09(b) of the Company Disclosure Schedule; and",1947,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237]/u[5],provided further,1948,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1237],", that if the cost of such insurance coverage exceeds such amount, the Surviving Corporation shall, and Parent shall cause the Surviving Corporation to, obtain a policy with the greatest coverage available for a cost not exceeding such amount.",1949,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1239],(c),1950,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1239],"All rights to indemnification, advancement of expenses and exculpation by the Company existing in favor of the Indemnified Parties for their acts and omissions occurring prior to the Effective Time, as provided in the certificate of incorporation and bylaws of the Company (as in effect as of the date hereof) and as provided in the indemnification agreements between the Company and said Indemnified Parties in the forms made available by the Company to Parent or Parent’s Representatives, shall survive the consummation of the Offer and the Merger and shall not be amended, repealed or otherwise modified in any manner that would be less favorable in any material respect to such Indemnified Parties than such rights existing prior to the Effective Time, and shall be observed by Parent, the Surviving Corporation and their successors and assigns to the fullest extent available under applicable Law for a period of six (6) years from the Effective Time. Any claim made pursuant to such rights within such six (6)-year period shall continue to be subject to this Section 6.09(c) and all rights provided under this Section 6.09 until disposition of such claim.",1951,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1241],(d),1952,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1241],"If Parent or the Surviving Corporation or any of their respective successors or assigns (i) shall consolidate with or merge into any other Person and shall not be the continuing or surviving Person of such consolidation or merger or (ii) shall transfer all or substantially all of its properties and assets to any Person, then, and in each such case, proper provisions shall be made so that the successors and assigns of Parent or the Surviving Corporation shall assume all the obligations set forth in this Section 6.09.",1953,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[151]/p/font,-,1954,/html/body/document/type/sequence/filename/description/text/div[151]/p/font,-,n,285,"[0.8307446687193523, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,432.0,0.8307446687193523,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8307446687193523,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[151]/p/font,71,1955,/html/body/document/type/sequence/filename/description/text/div[151]/p/font,71,n,285,"[0.8307446687193523, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,433.0,0.8307446687193523,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8307446687193523,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[151]/p/font,-,1956,/html/body/document/type/sequence/filename/description/text/div[151]/p/font,-,n,285,"[0.8307446687193523, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,434.0,0.8307446687193523,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8307446687193523,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[1245],(e),1957,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1245],"The rights of each Indemnified Party hereunder shall be in addition to, and not in limitation of, any other rights such Indemnified Party may have under the Organizational Documents of the Company or any of its Subsidiaries or the Surviving Corporation, any other indemnification agreement or arrangement, the DGCL or otherwise.",1958,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1247],"The provisions of this Section 6.09 are intended to be for the benefit of, and from and after the Effective Time shall be enforceable by, each of the Indemnified Parties, who shall be third-party beneficiaries of this Section 6.09. This Section 6.09 may not be amended, altered or repealed after the Offer Acceptance Time in such a manner as to adversely affect the rights of any Indemnified Party or any of their successors, assigns or heirs without the prior written consent of the affected Indemnified Party.",1959,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1249],Section 6.10.,1960,/html/body/document/type/sequence/filename/description/text/p[1249],Section 6.10.,ssn,286,"[0.834496521838294, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,435.0,0.834496521838294,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.834496521838294,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1249]/u,Takeover Statutes,1961,/html/body/document/type/sequence/filename/description/text/p[1249]/u,Takeover Statutes,sst,287,"[0.834496521838294, 0.1345375, 0.06824541666666667, 0.00034211426616489907]",2.0,436.0,0.834496521838294,0.1345375,0.06824541666666667,0.00034211426616489907,0.834496521838294,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1249],". If any Takeover Statute is, becomes or is deemed applicable to the transactions contemplated by this Agreement the Company and the Company Board shall grant such approvals and shall take such actions as are reasonably necessary and advisable so that such transactions may be consummated as promptly as practicable on the terms contemplated by this Agreement and otherwise act to eliminate or minimize the effects of any such Takeover Statutes.",1962,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1251],Section 6.11.,1963,/html/body/document/type/sequence/filename/description/text/p[1251],Section 6.11.,ssn,288,"[0.8355570760634051, 0.07222222222222222, 0.04825305555555555, 0.00034211426616489907]",1.0,437.0,0.8355570760634051,0.07222222222222222,0.04825305555555555,0.00034211426616489907,0.8355570760634051,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1251]/u[1],Transaction Litigation,1964,/html/body/document/type/sequence/filename/description/text/p[1251]/u[1],Transaction Litigation,sst,289,"[0.8355570760634051, 0.13419583333333332, 0.08451041666666666, 0.00034211426616489907]",2.0,438.0,0.8355570760634051,0.13419583333333332,0.08451041666666666,0.00034211426616489907,0.8355570760634051,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1251],". In the event that any stockholder litigation related to this Agreement or the transactions contemplated by this Agreement is brought, or, to the Knowledge of the Company, threatened, against the Company or any Indemnified Party from and following the date of this Agreement and prior to the Effective Time (such litigation, other than any Proceeding in connection with, arising out of or otherwise related to a demand for appraisal under Section 262 of the DGCL, which shall be governed by Section 3.02(f), “",1965,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1251]/b/u,Transaction Litigation,1966,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1251],"”), the Company shall as promptly as practicable (a) notify Parent thereof and shall keep Parent reasonably informed with respect to the status thereof and (b) give Parent the opportunity, at its own cost and expense, to participate in the defense and/or settlement of any Transaction Litigation and shall consider in good faith Parent’s advice with respect to such Transaction Litigation;",1967,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1251]/u[2],provided,1968,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1251],that the Company shall not settle or agree to settle any Transaction Litigation without prior written consent of Parent,1969,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1251]/font[2],.,1970,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1253],Section 6.12.,1971,/html/body/document/type/sequence/filename/description/text/p[1253],Section 6.12.,ssn,290,"[0.8376781845136275, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,439.0,0.8376781845136275,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.8376781845136275,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1253]/u,Section 16 Matters,1972,/html/body/document/type/sequence/filename/description/text/p[1253]/u,Section 16 Matters,sst,291,"[0.8376781845136275, 0.13470625, 0.07224930555555556, 0.00034211426616489907]",2.0,440.0,0.8376781845136275,0.13470625,0.07224930555555556,0.00034211426616489907,0.8376781845136275,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1253],". The Company and the Company Board (or duly formed committees thereof consisting of non-employee directors (as such term is defined for the purposes of Rule 16b-3 under the Exchange Act)), shall, prior to the Offer Acceptance Time, take all such actions as may be necessary or advisable to cause the transactions contemplated by this Agreement and any other dispositions of equity securities of the Company (including derivative securities) in connection with the transactions contemplated by this Agreement by any individual who is subject to the reporting requirements of Section 16(a) of the Exchange Act with respect to the Company, to be exempt under Rule 16b-3 under the Exchange Act, to the extent permitted by applicable Law.",1973,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[153]/p/font,-,1974,/html/body/document/type/sequence/filename/description/text/div[153]/p/font,-,n,292,"[0.8398106967727221, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,441.0,0.8398106967727221,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8398106967727221,3.0,b_n
/html/body/document/type/sequence/filename/description/text/div[153]/p/font,72,1975,/html/body/document/type/sequence/filename/description/text/div[153]/p/font,72,n,292,"[0.8398106967727221, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,442.0,0.8398106967727221,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8398106967727221,3.0,i_n
/html/body/document/type/sequence/filename/description/text/div[153]/p/font,-,1976,/html/body/document/type/sequence/filename/description/text/div[153]/p/font,-,n,292,"[0.8398106967727221, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,443.0,0.8398106967727221,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8398106967727221,3.0,e_n
/html/body/document/type/sequence/filename/description/text/p[1257],Section 6.13.,1977,/html/body/document/type/sequence/filename/description/text/p[1257],Section 6.13.,ssn,293,"[0.8414414414414414, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,444.0,0.8414414414414414,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.8414414414414414,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1257]/u,Rule 14d-10 Matters,1978,/html/body/document/type/sequence/filename/description/text/p[1257]/u,Rule 14d-10 Matters,sst,294,"[0.8414414414414414, 0.13470625, 0.07893333333333333, 0.00034211426616489907]",2.0,445.0,0.8414414414414414,0.13470625,0.07893333333333333,0.00034211426616489907,0.8414414414414414,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1257],". Prior to the Offer Acceptance Time, the compensation committee of the Company Board will cause each employment compensation, severance or other employee benefit arrangement pursuant to which consideration is payable to any officer, director or employee who is a holder of any security of the Company to be approved by the compensation committee of the Company Board (comprised solely of “independent directors”) in accordance with the requirements of Rule 14d-10(d)(2) under the Exchange Act and the instructions thereto as an “employment compensation, severance or other employee benefit arrangement” within the meaning of Rule 14d-10(d)(2) under the Exchange Act and satisfy the requirements of the non-exclusive safe harbor set forth in Rule 14d-10(d) of the Exchange Act.",1979,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1259],Section 6.14.,1980,/html/body/document/type/sequence/filename/description/text/p[1259],Section 6.14.,ssn,295,"[0.8432090318166268, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,446.0,0.8432090318166268,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.8432090318166268,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1259]/u,Delisting and Deregistration,1981,/html/body/document/type/sequence/filename/description/text/p[1259]/u,Delisting and Deregistration,sst,296,"[0.8432090318166268, 0.13470625, 0.1072048611111111, 0.00034211426616489907]",2.0,447.0,0.8432090318166268,0.13470625,0.1072048611111111,0.00034211426616489907,0.8432090318166268,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1259],". Prior to the Effective Time, the Company shall cooperate with Parent and use commercially reasonable efforts to take, or cause to be taken, all actions, and do or cause to be done all things, necessary or advisable on its part under applicable Law, including, for the avoidance of doubt, the rules and policies of the NASDAQ to enable (i) the delisting by the Surviving Corporation of Shares and Senior Notes from the NASDAQ and the deregistration of the Shares and Senior Notes under the Exchange Act as promptly as practicable after the Effective Time, but in any event no more than 10 days thereafter and (ii) the delisting by the Surviving Corporation of Series C Preferred Stock and the deregistration of the Series C Preferred Stock in connection with the redemption of the Series C Preferred Stock in accordance with Section 6.18. In connection therewith, Parent (taking into account the degree to which the Company satisfies its obligations set forth in the foregoing sentence of this Section 6.14) shall use commercially reasonable efforts to (a) assist in enabling the Company or NASDAQ to be in a position to promptly file and cause the Surviving Corporation or NASDAQ to file with the SEC a Form 25 on the Closing Date and (b) cause the Surviving Corporation to file a Form 15 on the first Business Day that is at least 10 days after the date the Form 25 is filed (such period between the Form 25 and the Form 15 filing dates, the “",1982,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1259]/b/u,Delisting Period,1983,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1259],"”). Upon Parent’s determination that the Surviving Corporation may be required to file any quarterly or annual reports pursuant to the Exchange Act during the Delisting Period, the Company shall deliver to Parent at least five Business Days prior to the Effective Time a draft of any such reports required to be filed during the Delisting Period, which is sufficiently developed, such that it can be timely filed and when filed will not contain any untrue statement of a material fact or omit to state any material fact required to be stated therein or necessary in order to make the statements made therein, in the light of the circumstances under which they were made, not misleading and comply in all material respects with the provisions of applicable Law.",1984,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/p[1261],Section 6.15.,1985,/html/body/document/type/sequence/filename/description/text/p[1261],Section 6.15.,ssn,297,"[0.8467442125669974, 0.07222222222222222, 0.048594861111111116, 0.00034211426616489907]",1.0,448.0,0.8467442125669974,0.07222222222222222,0.048594861111111116,0.00034211426616489907,0.8467442125669974,1.0,s_ssn
/html/body/document/type/sequence/filename/description/text/p[1261]/u,FIRPTA Certificate,1986,/html/body/document/type/sequence/filename/description/text/p[1261]/u,FIRPTA Certificate,sst,298,"[0.8467442125669974, 0.13470625, 0.07433819444444444, 0.00034211426616489907]",2.0,449.0,0.8467442125669974,0.13470625,0.07433819444444444,0.00034211426616489907,0.8467442125669974,1.0,s_sst
/html/body/document/type/sequence/filename/description/text/p[1261],". At the Closing, the Company shall have delivered to Parent a statement of non-U.S. real property holding corporation status pursuant to Treasury Regulations Section 1.1445-2(c)(3), dated as of the Closing Date and executed by the Company, in a form reasonably acceptable to Parent.",1987,,,,,,,,,,,,,,o
/html/body/document/type/sequence/filename/description/text/div[155]/p/font,-,1988,/html/body/document/type/sequence/filename/description/text/div[155]/p/font,-,n,299,"[0.8481696886760178, 0.49227986111111116, 0.01543513888888889, 0.00034211426616489907]",5.0,450.0,0.8481696886760178,0.49227986111111116,0.01543513888888889,0.00034211426616489907,0.8481696886760178,3.0,b_n
