,xpaths,text,all_nodes_ordering
3388,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[5],i,3388
3389,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],) prevent or materially delay the consummation of the Merger or the other transactions contemplated hereby or (,3389
3390,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[6],ii,3390
3391,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],) result in the failure of any condition to the Merger set forth in,3391
3392,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[7],Article VIII,3392
3393,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],"to be satisfied, or
(",3393
3394,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[8],d,3394
3395,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],) the occurrence of any event which would or would be reasonably likely to (,3395
3396,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[9],i,3396
3397,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],) prevent or materially delay the consummation of the Merger or the other transactions contemplated hereby or (,3397
3398,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[10],ii,3398
3399,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],") result in the
failure of any condition to the Merger set forth in",3399
3400,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[11],Article VIII,3400
3401,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],to be satisfied;,3401
3402,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[12],provided,3402
3403,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],that the delivery of any notice (or failure to deliver any notice) pursuant to this,3403
3404,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[13],Section,3404
3405,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[15],7.5,3405
3406,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],"shall not
(",3406
3407,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[16],x,3407
3408,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],") affect or be deemed to modify any representation, warranty, covenant, right, remedy, or condition to any obligation of any Party hereunder or (",3408
3409,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3]/u[17],y,3409
3410,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[3],") update any section of the Company Disclosure Letter or the Parent
Disclosure Letter.",3410
3411,/html/body/document/type/sequence/filename/description/text/center[83]/div/p[5],82,3411
3412,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[1],Section 7.6,3412
3413,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[1]/u,Access to Information,3413
3414,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[1],.,3414
3415,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],"(a) From and after the date of this Agreement until the earlier to occur of the Effective Time and the termination of this Agreement in
accordance with",3415
3416,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[1],Article IX,3416
3417,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],", upon reasonable advance notice and subject to applicable Law (including any applicable COVID-19 Measures), the Company shall (and shall cause its Subsidiaries to) afford to Parent, its Affiliates and its directors,
officers, agents, control persons, employees, consultants and professional advisors (including attorneys, accountants and financial advisors) (“",3417
3418,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[2],Representatives,3418
3419,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],"”) reasonable access during normal business hours, to all of its and its
Subsidiaries’ properties, books, Contracts, commitments, records, officers and Employees and, during such period, the Company shall (and shall cause its Subsidiaries to) furnish to Parent all other information concerning it, its Subsidiaries
and each of their respective businesses, properties and personnel as Parent may reasonably request;",3419
3420,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[3],provided,3420
3421,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],"that the Company may restrict the foregoing access and the disclosure of information to the extent that, in the good faith judgment
of the Company, (",3421
3422,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[4],i,3422
3423,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],") any Law (including any COVID-19 Measures) applicable to the Company or its Subsidiaries requires the Company or its Subsidiaries to restrict or prohibit access to any such properties or information,
(",3423
3424,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[5],ii,3424
3425,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],") the information is subject to confidentiality obligations to a Third Party pursuant to a Contract to which the Company or any of its Subsidiaries is bound and was entered into prior to the date hereof, (",3425
3426,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[6],iii,3426
3427,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],") disclosure
of any such information or document could result in the loss of attorney-client privilege or (",3427
3428,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[7],iv,3428
3429,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],) such access would unreasonably disrupt the operations of the Company or any of its Subsidiaries;,3429
3430,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[8],provided,3430
3431,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],",",3431
3432,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/u[9],further,3432
3433,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],", that the
Company shall give notice to Parent of the fact that it is withholding such information or documents and thereafter use commercially reasonable efforts to provide Parent such information (or as much of such information as possible) in a manner that
would not violate any such Law or confidentiality obligations, waive attorney-client privilege or cause such unreasonable disruption, as applicable (including through",3433
3434,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2]/font/font,counsel-to-counsel,3434
3435,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[2],"disclosure, redaction or other customary procedures (and, with respect to any contractual confidentiality obligations, by taking commercially
reasonable efforts to seek a waiver with respect to such contractual confidentiality obligations)).",3435
3436,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[3],"(b) With respect to the information
disclosed pursuant to",3436
3437,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[3]/u[1],Section,3437
3438,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[3]/u[3],7.6(a),3438
3439,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[3],", Parent shall comply with all of its obligations under the Confidentiality Agreement, which agreement shall remain in full force and effect in accordance with its terms;",3439
3440,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[3]/u[4],provided,3440
3441,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[3],"that the disclosure of information to any of the Debt Financing Source Parties pursuant to this Agreement or otherwise shall not require the prior written consent of the Company pursuant to the Confidentiality Agreement and may be made pursuant to
the Debt Commitment Letter or other customary confidentiality undertakings from such Debt Financing Source Parties in the context of customary syndication practices.",3441
3442,/html/body/document/type/sequence/filename/description/text/center[84]/div/p[5],83,3442
3443,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[1],Section 7.7,3443
3444,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[1]/u[1],Section,3444
3445,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[1]/u[3],16 Matters,3445
3446,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[1],". Prior to the Effective Time,
Parent and the Company shall use reasonable best efforts to take all such steps as may be required to cause any dispositions of Company Stock (including derivative securities with respect to Company Stock) resulting from the transactions
contemplated by this Agreement by each individual who is subject to the reporting requirements of Section 16(a) of the Exchange Act with respect to the Company to be exempt under Rule 16b-3 promulgated under the Exchange Act, to the extent
permitted by applicable Law.",3446
3447,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2],Section 7.8,3447
3448,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2]/u,Stock Exchange,3448
3449,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2]/u/font,De-listing;,3449
3450,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2]/u,"Exchange Act
Deregistration",3450
3451,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2],". Parent shall, with the reasonable cooperation of the Company, take, or cause to be taken, all actions, and do or cause to be done all things, necessary, proper or advisable on its part under applicable Laws and rules and policies
of the NYSE and the TSX to enable the",3451
3452,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2]/font,de-listing,3452
3453,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[2],"by the Surviving Corporation of the Company Stock from the NYSE and the TSX, respectively, and the deregistration of the Company Stock and other securities of
the Surviving Corporation under the Exchange Act and to cause the Company to cease being a reporting issuer in each jurisdiction in Canada, in each case as promptly as practicable after the Effective Time.",3453
3454,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3],Section 7.9,3454
3455,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3]/u[1],Stockholder Litigation,3455
3456,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3],". The Company shall promptly notify Parent in writing of any litigation related to this
Agreement, the Merger or the other transactions contemplated by this Agreement that is brought against the Company, any of its Subsidiaries or any of their respective directors and shall keep Parent informed on a reasonably current basis with
respect to the status thereof. The Company shall give Parent the opportunity to participate, at its expense and subject to a customary joint defense agreement, in the defense or settlement of any such litigation, and the Company shall not settle any
such litigation without the prior written consent of Parent. Without limiting in any way the Parties’ obligations under",3456
3457,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3]/u[2],Section,3457
3458,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3]/u[4],7.1,3458
3459,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3],", each of the Company and Parent shall, and shall cause their respective Subsidiaries
and Representatives to, cooperate in the defense or settlement of any litigation contemplated by this",3459
3460,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3]/u[5],Section,3460
3461,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3]/u[7],7.9,3461
3462,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[3],.,3462
3463,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4],Section 7.10,3463
3464,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4]/u[1],Takeover Statutes,3464
3465,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4],. The Parties shall use their respective reasonable best efforts to (,3465
3466,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4]/u[2],a,3466
3467,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4],") take all action
necessary so that no Takeover Statute is or becomes applicable to the Merger or any other transaction contemplated hereby and (",3467
3468,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4]/u[3],b,3468
3469,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[4],") if any such Takeover Statute is or becomes applicable to any of the foregoing, take all action necessary so
that the Merger and the other transactions contemplated hereby may be consummated as promptly as reasonably practicable on the terms contemplated by this Agreement and otherwise to eliminate or minimize the effect of such Takeover Statute on the
Merger and the other transactions contemplated hereby.",3469
3470,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[5],ARTICLE VIII,3470
3471,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[6]/u,CONDITIONS TO THE MERGER,3471
3472,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[7],Section 8.1,3472
3473,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[7]/u,Conditions to Obligations of Each Party,3473
3474,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[7],". The obligations of Parent, Merger Sub and the Company to consummate the
Merger are subject to the satisfaction, at or prior to the Closing, of the following conditions (which may be waived, in whole or in part, to the extent permitted by Law, by the mutual written consent of Parent and the Company):",3474
3475,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[8],(a),3475
3476,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[8]/u,Company Stockholder Approval,3476
3477,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[8],. The Company Stockholder Approval shall have been obtained.,3477
3478,/html/body/document/type/sequence/filename/description/text/center[85]/div/p[10],84,3478
3479,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],(b),3479
3480,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[1],Regulatory Approval,3480
3481,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],. (,3481
3482,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[2],i,3482
3483,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],") Any waiting period (and extension thereof)
under the HSR Act relating to the transactions contemplated by the Agreement or as set forth in",3483
3484,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[3],Section,3484
3485,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[5],8.1(b),3485
3486,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],"of the Company Disclosure Letter shall have expired or been terminated, (",3486
3487,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[6],ii,3487
3488,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],") the Competition Act
Approval shall have been obtained and (",3488
3489,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[7],iii,3489
3490,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],") the clearances, approvals and consents required to be obtained under the Competition Laws of the jurisdictions set forth in",3490
3491,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[8],Section,3491
3492,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1]/u[10],8.1(b),3492
3493,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[1],"of the Company Disclosure
Letter shall have been obtained, in each case, without the imposition of a Burdensome Condition.",3493
3494,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[2],(c),3494
3495,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[2]/u,Statutes and Injunctions,3495
3496,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[2],". No
Law or Order (whether temporary, preliminary or permanent) shall have been promulgated, entered, enforced, enacted or issued or be applicable to the Merger by any Governmental Authority of competent jurisdiction that is in effect and restrains,
enjoins, prohibits or makes illegal the consummation of the Merger or the other transactions contemplated hereby or imposes a Burdensome Condition.",3496
3497,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[3],Section 8.2,3497
3498,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[3]/u,Conditions to Obligations of Parent and Merger Sub,3498
3499,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[3],". The obligations of Parent and Merger Sub to consummate the Merger
are further subject to the satisfaction, at or prior to the Closing, of the following conditions (which may be waived, in whole or in part, to the extent permitted by Law, by Parent):",3499
3500,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],(a),3500
3501,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[1],Representations and Warranties,3501
3502,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],. The representations and warranties of the Company (i) set forth in,3502
3503,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[2],Section,3503
3504,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[4],3.5(a),3504
3505,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],(Capitalization) and,3505
3506,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[5],Section,3506
3507,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[7],3.5(b),3507
3508,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Capitalization) shall be true and correct in all respects, except for",3508
3509,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/i,de minimis,3509
3510,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"inaccuracies therein, as of the date hereof and as of the
Closing as if made on and as of the Closing (except to the extent expressly made as of an earlier date, in which case as of such earlier date), (ii) set forth in the first two sentences of",3510
3511,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[8],Section,3511
3512,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[10],3.1,3512
3513,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Corporate Existence
and Power),",3513
3514,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[11],Section,3514
3515,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[13],3.2(a),3515
3516,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Corporate Authorization),",3516
3517,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[14],Section,3517
3518,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[16],3.5(c),3518
3519,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Capitalization),",3519
3520,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[17],Section,3520
3521,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[19],3.23,3521
3522,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Finders’ Fee, etc.) and",3522
3523,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[20],Section,3523
3524,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[22],3.25,3524
3525,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Antitakeover Statutes) (collectively, the “",3525
3526,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[23],Company Fundamental Representations,3526
3527,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"”), to the extent qualified by materiality or “Company Material Adverse Effect”, shall be true and correct in all respects as of the date
hereof and as of the Closing as if made on and as of the Closing, and all Company Fundamental Representations, to the extent not qualified by materiality or “Company Material Adverse Effect”, shall be true and correct in all material
respects as of the date hereof and as of the Closing as if made on and as of the Closing (in each case of this clause (ii), except to the extent any such Company Fundamental Representations are expressly made as of an earlier date, in which case as
of such earlier date) and (iii) set forth in",3527
3528,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[24],Article III,3528
3529,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(other than those described in the foregoing clauses (i) and (ii)) shall be true and correct in all respects (disregarding all materiality and “Company Material Adverse
Effect” qualifiers contained therein, other than as such qualifiers are used in",3529
3530,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[25],Section,3530
3531,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4]/u[27],3.10,3531
3532,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[4],"(Absence of Certain Changes)) as of the date hereof and as of the Closing as if made on and as of the Closing (except to the
extent expressly made as of an earlier date, in which case as of such earlier date), except in the case of this clause (iii) where the failure of such representations and warranties to be so true and correct has not had a Company Material
Adverse Effect.",3532
3533,/html/body/document/type/sequence/filename/description/text/center[86]/div/p[6],85,3533
3534,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[1],(b),3534
3535,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[1]/u,Performance of Obligations of the Company,3535
3536,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[1],". The Company shall have performed or
complied with, in all material respects, its covenants and obligations under this Agreement required to be performed or complied with by it at or prior to the Closing.",3536
3537,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2],(c),3537
3538,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[1],Company Certificate,3538
3539,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2],". The Company shall have delivered to Parent and Merger Sub a certificate signed by an executive officer of the
Company certifying on behalf of the Company, and not in such officer’s personal capacity, that the conditions set forth in",3539
3540,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[2],Section,3540
3541,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[4],8.2(a),3541
3542,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2],",",3542
3543,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[5],Section,3543
3544,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[7],8.2(b),3544
3545,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2],and,3545
3546,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[8],Section,3546
3547,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2]/u[10],8.2(d),3547
3548,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[2],have been satisfied.,3548
3549,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[3],(d),3549
3550,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[3]/u,No Company Material Adverse Effect,3550
3551,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[3],". Since the date of this
Agreement, there shall not have occurred and be continuing a Company Material Adverse Effect.",3551
3552,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[4],Section 8.3,3552
3553,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[4]/u,"Conditions to
Obligations of the Company",3553
3554,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[4],". The obligations of the Company to consummate the Merger are further subject to the satisfaction, at or prior to the Closing, of the following conditions (which may be waived, in whole or in part, to the extent
permitted by Law, by the Company):",3554
3555,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5],"(a) Representations and Warranties. The representations and warranties of Parent and Merger Sub
(i) set forth in",3555
3556,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[1],Section,3556
3557,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[3],4.1,3557
3558,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5],"(Corporate Existence),",3558
3559,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[4],Section,3559
3560,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[6],4.2,3560
3561,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5],(Corporate Power and Authorization; Merger Sub) and,3561
3562,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[7],Section,3562
3563,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[9],4.10,3563
3564,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5],"(Finders’ Fee, etc.), to the
extent qualified by materiality, shall be true and correct in all respects as of the date hereof and as of the closing as if made on and as of the Closing, and to the extent not qualified by materiality, shall be true and correct in all material
respects as of the date hereof and as of the Closing as if made at and as of the Closing (in each case of this clause (i), except to the extent expressly made as of an earlier date, in which case as of such earlier date) and (ii) set forth in",3564
3565,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5]/u[10],Article IV,3565
3566,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[5],"(other than those described in the foregoing clause (i)) shall be true and correct in all respects (disregarding all materiality qualifiers contained therein) as of the date hereof and as of the Closing as if made at and as of the
Closing (except to the extent expressly made as of an earlier date, in which case as of such earlier date), except in the case of this clause (ii) where the failure of such representations and warranties to be so true and correct would not,
individually or in the aggregate, impair, prevent or delay in any material respect the ability of Parent or Merger Sub to consummate the Merger or the other transactions contemplated by this Agreement.",3566
3567,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[6],(b),3567
3568,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[6]/u,Performance of Obligations of Parent and Merger Sub,3568
3569,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[6],". Parent and Merger Sub shall have performed or complied with, in all material
respects, their covenants and obligations under the Agreement required to be performed or complied with by them at or prior to the Closing.",3569
3570,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7],(c),3570
3571,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7]/u[1],Parent Certificate,3571
3572,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7],". Parent shall have delivered to the Company a certificate signed by an executive officer of Parent certifying on
behalf of Parent, and not in such officer’s personal capacity, that the conditions set forth in",3572
3573,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7]/u[2],Section,3573
3574,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7]/u[4],8.3(a),3574
3575,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7],and,3575
3576,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7]/u[5],Section,3576
3577,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7]/u[7],8.3(b),3577
3578,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[7],have been satisfied.,3578
3579,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8],Section 8.4,3579
3580,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8]/u[1],Frustration of Closing Conditions,3580
3581,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8],". None of the Company, Parent or Merger Sub may rely, as a basis for not consummating
the Merger, on the failure of any condition set forth in",3581
3582,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8]/u[2],Section,3582
3583,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8]/u[4],8.2,3583
3584,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8],or,3584
3585,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8]/u[5],Section,3585
3586,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8]/u[7],8.3,3586
3587,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[8],", as the case may be, to be satisfied if such failure was primarily due to such Party’s breach of any
provision of this Agreement.",3587
3588,/html/body/document/type/sequence/filename/description/text/center[87]/div/p[10],86,3588
3589,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[1],ARTICLE IX,3589
3590,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[2]/u,TERMINATION,3590
3591,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[3],Section 9.1,3591
3592,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[3]/u,Termination,3592
3593,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[3],". This Agreement may be terminated at any time prior to the Effective Time (except as otherwise stated
below):",3593
3594,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[4],(a) by mutual written consent of the Company and Parent;,3594
3595,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[5],(b) by either the Company or Parent:,3595
3596,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],"(i) if the Effective Time shall not have occurred on or before February 10, 2022 (the “",3596
3597,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[1],End Date,3597
3598,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],”);,3598
3599,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[2],provided,3599
3600,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],that (,3600
3601,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[3],A,3601
3602,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],") if, on the End Date, the conditions set forth in",3602
3603,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[4],Section,3603
3604,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[6],8.1(b),3604
3605,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],or,3605
3606,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[7],Section,3606
3607,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[9],8.1(c),3607
3608,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],"(to the extent such Law or Order arises under any Competition Law) are the
only conditions in",3608
3609,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[10],Article VIII,3609
3610,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6],"(other than those conditions that by their terms are to be satisfied at the Closing, which are capable of being satisfied) that shall not have been satisfied or waived on or before such date, then the End Date
shall automatically, without any action on the part of the Parties hereto, be extended to May 11, 2022, in which case the End Date shall be deemed for all purposes to be such later date, and (",3610
3611,/html/body/document/type/sequence/filename/description/text/center[88]/div/p[6]/u[11],B,3611
