,xpaths,text,all_nodes_ordering
1785,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5]/i[1],CBTC Certificate,1785
1786,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5],"”), and each holder of",1786
1787,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5]/font,non-certificated,1787
1788,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5],shares of CBTC Common Stock (“,1788
1789,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5]/i[2],CBTC Book-Entry Shares,1789
1790,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5],"”) shall cease to have any rights with respect thereto, except the right to receive the Merger Consideration therefor upon
surrender of such CBTC Certificate or CBTC Book-Entry Shares in accordance with Section 7.",1790
1791,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],b.,1791
1792,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/u,No Fractional Shares,1792
1793,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],". No
fractional shares of United Common Stock shall be issued in respect of shares of CBTC Common Stock that are to be converted in the Merger into the right to receive shares of United Common Stock. Holders of CBTC Common Stock entitled to fractional
shares shall be entitled to receive in lieu of any fractional share of United Common Stock to which such holder would otherwise have been entitled pursuant to Sections 6.a and 7 an amount in cash (without interest) (the “",1793
1794,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/i[1],"Cash
Consideration",1794
1795,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],"”), rounded to the nearest whole cent (with",1795
1796,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/font,one-half,1796
1797,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],"cent being rounded upwards), equal to the product obtained by",1797
1798,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/i[2]/u,multiplying,1798
1799,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],"(i) the fractional share of United Common
Stock to which such holder would otherwise be entitled (after taking into account all shares of CBTC Common Stock held by such holder immediately prior to the Effective Time)",1799
1800,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/i[3]/u,by,1800
1801,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],"(ii) the volume-weighted average of the closing
sales price for United Common Stock for the 20 consecutive full trading days on which such shares are actually traded on Nasdaq (as reported by",1801
1802,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/i[4],The,1802
1803,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/i[5],Wall Street Journal,1803
1804,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],"or, if not reported thereby, any other authoritative source) ending
at the close of trading on the second trading day immediately preceding the Effective Time.",1804
1805,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[8],A-2,1805
1806,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1],c.,1806
1807,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1]/u,Adjustment for Certain Transactions in United Common Stock,1807
1808,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1],". If, on or after the
date of the Agreement and Plan of Reorganization, by and between United and CBTC, dated as of June 2, 2021 (the “",1808
1809,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1]/i,Merger Agreement,1809
1810,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1],"”), and prior to the Effective Time, United changes (or establishes a record date for changing)
the number of shares of United Common Stock issued and outstanding as a result of a stock split, reverse stock split, stock dividend, reorganization, recapitalization or similar transaction with respect to the then outstanding United Common Stock,
or establishes a record date prior to the Effective Date with respect to any dividend or distribution in respect of United Common Stock other than a cash dividend consistent with past practice, the Exchange Ratio shall be proportionately adjusted to
provide holders of CBTC Common Stock the same economic effect as contemplated by the Merger Agreement prior to such action. Notwithstanding any other provisions of this Section, no adjustment shall be made in the event of the issuance of additional
shares of United Common Stock pursuant to any dividend reinvestment plan or direct investment plan of United or in connection with the issuance of shares as consideration in a transaction where United is the surviving corporation or in connection
with any offering of shares where United receives consideration in exchange for the shares so offered.",1810
1811,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2],d.,1811
1812,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2]/u,United Common Stock,1812
1813,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2],". Each
share of United Common Stock outstanding immediately prior to the Effective Time shall be unchanged, and shall continue to represent an issued and outstanding share of United Common Stock.",1813
1814,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3],e.,1814
1815,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3]/u,CBTC Common Stock Held by United,1815
1816,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3],". All shares of CBTC Common Stock owned directly or indirectly by United or any of United’s
wholly owned subsidiaries (other than shares held in a fiduciary capacity or as a result of debts previously contracted) shall be cancelled and retired and shall not represent capital stock of the Surviving Entity and shall not be exchanged for the
Merger Consideration; such cancelled and retired shares are referred to herein as, the “",1816
1817,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3]/i,Excluded Shares,1817
1818,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3],”.,1818
1819,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4],f.,1819
1820,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4]/u,"CBTC
Equity-Based Awards",1820
1821,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4],.,1821
1822,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],"(i) At the Effective Time, each outstanding option (each, a “",1822
1823,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/i[1],CBTC Stock Option,1823
1824,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],"”) to purchase
shares of CBTC Common Stock, whether vested or unvested, under any and all plans of CBTC under which stock options have been granted (collectively, the “",1824
1825,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/i[2],CBTC Stock Plans,1825
1826,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],"”) shall vest pursuant to the terms thereof and shall be
converted an option (each, a “",1826
1827,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/i[3],Replacement Option,1827
1828,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],"”) to acquire, on the same terms and conditions as were applicable under such CBTC Stock Option, the number of shares of United Common Stock equal to (a) the number of shares of
CBTC Common Stock subject to the CBTC Stock Option",1828
1829,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/u[1],multiplied,1829
1830,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],"by (b) the Exchange Ratio. Such product shall be rounded down to the nearest whole number. The exercise price per share (rounded up to the next whole cent) of each Replacement
Option shall equal (y) the exercise price per share of shares of CBTC Common Stock that were purchasable pursuant to such CBTC Stock Option",1830
1831,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/u[2],divided,1831
1832,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],"by (z) the Exchange Ratio. Notwithstanding the foregoing,",1832
1833,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7],A-3,1833
1834,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],"each CBTC Stock Option that is intended to be an “incentive stock option” (as defined in Section 422 of the Internal Revenue Code of 1986, as amended (the “",1834
1835,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/i,Code,1835
1836,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],"”))
shall be adjusted in accordance with the requirements of Section 424 of the Code and all other options shall be adjusted in a manner that maintains the options exemption from Section 409A of the Code. At or prior to the Effective Time,
CBTC shall use its reasonable best efforts to obtain any necessary consents from optionees with respect to the CBTC Stock Plans to permit replacement of the outstanding CBTC Stock Options by United pursuant to this Section and to permit United to
assume the CBTC Stock Plans. CBTC shall further take all action necessary to amend the CBTC Stock Plans to eliminate automatic grants or awards thereunder, if any, following the Effective Time. At the Effective Time, United shall assume the CBTC
Stock Plans;",1836
1837,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/u,provided,1837
1838,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],"that such assumption shall only be with respect to the Replacement Options and shall have no obligation to make any additional grants or awards under the CBTC Stock Plans other than those grants or awards that have been
made or accrued prior to the Effective Time. United shall file a post-effective amendment to the Registration Statement or an effective registration statement on Form",1838
1839,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/font[1],S-8,1839
1840,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],"(or other applicable form) with
respect to the shares of United Common Stock subject to such Replacement Options, shall distribute a prospectus relating to such Form",1840
1841,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/font[2],"S-8,",1841
1842,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],"if applicable, and shall use commercially reasonable efforts to
maintain the effectiveness of the Registration Statement or registration statement on Form",1842
1843,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/font[3],S-8,1843
1844,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],for so long as such Replacement Options remain outstanding.,1844
1845,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[2],"(ii) At the Effective Time, except as otherwise provided in this Section 6.f, each restricted stock unit grant and any other award with
respect to a share of CBTC Common Stock subject to vesting, repurchase or other lapse restriction under a CBTC Stock Plan that is outstanding immediately prior to the Effective Time other than a CBTC Stock Option (each, a “",1845
1846,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[2]/i,"CBTC Stock
Award",1846
1847,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[2],"”) shall vest only in accordance with the formula and other terms of the CBTC Stock Award, be cancelled and converted automatically into the right to receive the Merger Consideration in respect of each share of CBTC Common Stock
underlying such vested CBTC Stock Award and the shares of CBTC Common Stock subject to such CBTC Stock Award will be treated in the same manner as all other shares of CBTC Common Stock for such purposes.",1847
1848,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3],7.,1848
1849,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3]/u,CBTC Common Stock Exchange Procedures,1849
1850,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3],.,1850
1851,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4],a.,1851
1852,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4]/u,Exchange Agent; Merger Consideration,1852
1853,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4],". United shall appoint its transfer agent, Computershare Limited (the “",1853
1854,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4]/i,"Exchange
Agent",1854
1855,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4],"”), for the purpose of exchanging CBTC Certificates and CBTC Book-Entry Shares for the Merger Consideration. At or prior to the Effective Time, United shall deposit, or cause to be deposited, with the Exchange Agent, for the benefit of
the holders of CBTC Common Stock and for exchange in accordance with this Plan of Merger, or shall duly authorize and direct issuance by the Exchange Agent in accordance with this Section 7 of, (i) certificates, or, at United’s
option, evidence of shares in book-entry form, representing the shares of United Common Stock, and (ii) an amount of cash necessary to pay the Cash Consideration.",1855
1856,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[6],A-4,1856
1857,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1],b.,1857
1858,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1]/u,Surrender of CBTC Certificates and CBTC Book-Entry Shares,1858
1859,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1],". United shall cause the
Exchange Agent, not later than five (5) business days after the Effective Time, to mail to each holder of one or more CBTC Certificates or of CBTC Book-Entry Shares a form letter of transmittal for return to the Exchange Agent containing
instructions for use in effecting the surrender of the CBTC Certificates and CBTC Book-Entry Shares in exchange for the Merger Consideration into which the CBTC Common Stock represented by such CBTC Certificates and CBTC Book-Entry Shares shall have
been converted as a result of the Merger. The letter of transmittal shall specify that delivery shall be effected, and risk of loss and title to the CBTC Certificates and CBTC Book-Entry Shares shall pass, only upon delivery of the CBTC Certificates
and CBTC Book-Entry Shares to the Exchange Agent. Upon proper surrender of a CBTC Certificate or CBTC Book-Entry Shares for exchange and cancellation to the Exchange Agent or compliance with the provisions of Section 7.e, together with a
properly completed letter of transmittal, duly executed, the holder of such CBTC Certificate or CBTC Book-Entry Shares shall be entitled to receive in exchange therefor the Merger Consideration and the CBTC Certificate and/or CBTC Book-Entry Shares
so surrendered shall be cancelled. Any portion of the Merger Consideration that remains unclaimed by the holders of CBTC Common Stock on the business day after the",1859
1860,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1]/font,one-year,1860
1861,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1],"anniversary of the Effective Date
shall be paid to United. Any holders of CBTC Common Stock who have not theretofor complied with this Section 7.b. shall thereafter look only to United for payment of the Merger Consideration, cash in lieu of fractional shares and unpaid
dividends and distributions on United Common Stock deliverable in respect of each share of CBTC Common Stock such shareholder holds as determined pursuant to the Merger Agreement, in each case, without any interest thereon. Subject to all applicable
laws of escheat, such amounts shall be paid to such former shareholder of CBTC, without interest, upon proper surrender of his, her or its CBTC Certificates or delivery of an affidavit of loss as described in Section 7.e.",1861
1862,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2],c.,1862
1863,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2]/u,Rounding of Cash in Lieu of Fractional Shares,1863
1864,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2],". All dollar amounts payable to any shareholder as a result of the payment of cash in
lieu of fractional shares pursuant to Section 6.b will be rounded to the nearest whole cent (with",1864
1865,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2]/font,one-half,1865
1866,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2],"cent being rounded upward), based on the aggregate amount payable for all shares registered in
such shareholder’s name. No interest will be paid or accrued on any cash payable in lieu of fractional shares or any unpaid dividends and distributions, if any, payable to holders of CBTC Certificates.",1866
1867,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3],d.,1867
1868,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3]/u,Automatic Conversion of CBTC Certificates and CBTC Book-Entry Shares,1868
1869,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3],". Following the Effective Time, CBTC Certificates and CBTC
Book-Entry Shares that formerly represented shares of CBTC Common Stock that are to be converted into the United Common Stock shall be deemed for all purposes to represent the number of whole shares of United Common Stock into which they have been
converted, except that until exchanged in accordance with the provisions of this Section 7, the holders of such shares shall not be entitled to receive dividends or other distributions or payments in respect of United Common Stock.",1869
1870,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[4],e.,1870
1871,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[4]/u,Lost CBTC Certificates; Failure to Surrender CBTC Certificates,1871
1872,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[4],". If any Certificates shall have been lost, stolen or destroyed, upon
the making of an affidavit of that fact by the person claiming such CBTC Certificate to be lost, stolen or destroyed and, if required by the Exchange Agent, the posting by such person of a bond, in such reasonable amount as the Exchange Agent may
direct, as indemnity against any claim that may be made against it with respect to such CBTC Certificate, the Exchange Agent will issue, in exchange for such lost, stolen or destroyed CBTC Certificate, the Merger Consideration to be paid in respect
of the shares of CBTC Common Stock represented by such CBTC Certificate.",1872
1873,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[6],A-5,1873
1874,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1],8.,1874
1875,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1]/u[1],Amendment,1875
1876,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1],". Subject to the terms of the Merger Agreement, this Plan of Merger may be amended by the
Board of Directors of United and CBTC at any time prior to the Effective Time;",1876
1877,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1]/u[2],provided,1877
1878,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1],",",1878
1879,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1]/u[3],however,1879
1880,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[1],", that any amendment made subsequent to the approval of this Plan of Merger by the CBTC shall not change any of the following unless the
amendment is subject to approval of the shareholders of CBTC:",1880
1881,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[2],"a. the amount or kind of shares or other securities, eligible interests,
obligations, rights to acquire shares, other securities or eligible interests, cash or other property or rights to be received under this Plan of Merger by the CBTC shareholders;",1881
1882,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[3],b. any of the other terms or conditions of this Plan of Merger if the change would adversely CBTC shareholders in any material respect; or,1882
1883,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[4],"c. any term of the articles of incorporation of CBTC, as amended, or the articles of incorporation of United, as amended.",1883
1884,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[5],9.,1884
1885,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[5]/u,Abandonment,1885
1886,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[5],". At any time prior to the Effective Time, the Merger may be abandoned, subject to the terms of the Merger Agreement, without further
shareholder action in the manner determined by the Boards of Directors of United and CBTC. Written notice of such abandonment shall be filed with the WVSOS and SCC prior to the Effective Time.",1886
1887,/html/body/document/type/sequence/filename/description/text/center[72]/div/p[7],A-6,1887
1888,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[1]/u,Exhibit B,1888
1889,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[2]/b,AGREEMENT AND PLAN OF MERGER,1889
1890,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[3],of,1890
1891,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[4]/b,ESSEX BANK,1891
1892,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[5],with and into,1892
1893,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[6]/b,UNITED BANK,1893
1894,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7],THIS AGREEMENT AND PLAN OF MERGER by and between Essex Bank (“,1894
1895,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7]/i[1],Essex Bank,1895
1896,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7],”) and United Bank (“,1896
1897,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7]/i[2],"United
Bank",1897
1898,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7],"”) is dated as of [•], 2021 (this “",1898
1899,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7]/i[3],Bank Merger Agreement,1899
1900,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[7],”).,1900
1901,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[8],"WHEREAS, Essex Bank is a Virginia
chartered commercial bank organized and existing under the Code of Virginia (the “",1901
1902,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[8]/i[1],Virginia Code,1902
1903,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[8],"”) with its principal office at 9954 Mayland Drive, Suite 2100, Richmond, Virginia 23233 with an authorized capitalization of 4,000,000
shares of common stock, $5.00 par value per share (“",1903
1904,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[8]/i[2],Essex Bank Capital Stock,1904
1905,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[8],"”), of which 1,167,790 shares of Essex Bank Capital Stock are outstanding; and",1905
1906,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[9],"WHEREAS, United Bank is a Virginia chartered commercial bank organized and existing under the Virginia Code with its principal office at 11185
Fairfax Boulevard, Fairfax, Virginia 22030, with an authorized capitalization of 200,000 shares of common stock, par value $10.00 per share (“",1906
1907,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[9]/i,United Bank Capital Stock,1907
1908,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[9],"”), of which 200,000 shares are outstanding; and",1908
1909,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[10],"WHEREAS, Essex Bank is a wholly owned subsidiary of Community Bankers Trust Corporation, a Virginia corporation and bank holding company
having its headquarters at 9954 Mayland Drive, Suite 2100, Richmond, Virginia 23233 (“",1909
1910,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[10]/i,CBTC,1910
1911,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[10],”); and,1911
1912,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[11],"WHEREAS, United Bank
is a wholly owned subsidiary of United Bankshares, Inc. a West Virginia corporation and financial holding company having its headquarters at 300 United Center, 500 Virginia Street, East, Charleston, West Virginia 25301 (“",1912
1913,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[11]/i,United,1913
1914,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[11],"”);
and",1914
1915,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[12],"WHEREAS, prior to the entry into this Bank Merger Agreement, United and CBTC entered into an Agreement and Plan of Reorganization
dated as of June 2, 2021 (as such agreement may hereafter be amended or supplemented from time to time, the “",1915
1916,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[12]/i[1],Reorganization Agreement,1916
1917,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[12],"”) pursuant to which United has agreed to acquire CBTC by means of the merger of CBTC with and
into United with United surviving such merger (the “",1917
1918,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[12]/i[2],Merger,1918
1919,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[12],”); and,1919
1920,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[13],"WHEREAS, it is contemplated pursuant to the
Reorganization Agreement that, after the Merger, Essex Bank will be merged with and into United Bank, with United Bank surviving the merger (the “",1920
1921,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[13]/i,Bank Merger,1921
1922,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[13],”); and,1922
1923,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[14],"WHEREAS, each of the Boards of Directors of Essex Bank and United Bank has determined that the Bank Merger would be in the best interests of
its respective bank, has approved the Bank Merger and has authorized its respective bank to enter into this Bank Merger Agreement; and",1923
1924,/html/body/document/type/sequence/filename/description/text/center[73]/div/p[16],B-1,1924
1925,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[1],"WHEREAS, the parties hereto intend that the Bank Merger shall qualify as a",1925
1926,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[1]/font,tax-free,1926
1927,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[1],"reorganization under Section 368(a) of the Internal Revenue Code of 1986, as amended (the “",1927
1928,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[1]/i,Code,1928
1929,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[1],"”), and this Bank Merger Agreement is intended to be adopted as a “plan of
reorganization” for purposes of Sections 354 and 361 of the Code;",1929
1930,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[2],"NOW, THEREFORE, in consideration of the premises and the mutual
agreements contained herein, the parties do hereby agree as follows:",1930
1931,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[3]/b,ARTICLE I,1931
1932,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4],"At the Effective Time (as defined in Section 4.1), subject to the terms and conditions of this Bank Merger Agreement, Essex Bank shall be
merged with and into United Bank, and United Bank shall be the surviving institution resulting from the Bank Merger (the “",1932
1933,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4]/i,Merged Bank,1933
1934,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4],"”), pursuant to",1934
1935,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4]/font[1],Section 6.2-822,1935
1936,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4],"of the Code of
Virginia. The Bank Merger shall have the effect provided in",1936
1937,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4]/font[2],Section 6.2-822.C,1937
1938,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[4],of the Code of Virginia.,1938
1939,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[5]/b,ARTICLE II,1939
1940,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[6],"The name of
the Merged Bank in the Bank Merger shall be “United Bank.”",1940
1941,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[7]/b,ARTICLE III,1941
1942,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[8],"The business of the Merged Bank shall be that of a Virginia chartered commercial bank. The business shall be conducted by the Merged Bank at
its principal office, which shall be located at the principal office of United Bank at 11185 Fairfax Boulevard, Fairfax, Virginia 22030, at all duly authorized and operating branches of United Bank and Essex Bank as of the Effective Time (as
hereinafter defined), together with the principal office of Essex Bank, which shall be operated as a branch of the Merged Bank, and at all other offices and facilities of United Bank and Essex Bank established as of the Effective Time.",1942
1943,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[9]/b,ARTICLE IV,1943
1944,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10]/u[1],Section,1944
1945,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10]/u[3],4.1,1945
1946,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10],At the time the Bank Merger becomes effective (the “,1946
1947,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10]/i,Effective Time,1947
1948,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10],"”), the separate
existence of Essex Bank shall cease and the corporate existence of United Bank, as the Merged Bank, shall continue unaffected and unimpaired by the Bank Merger; and the Merged Bank shall be deemed to be the same business and corporate entity as each
of Essex Bank and United Bank. At the Effective Time, by virtue of the Bank Merger and without any further act, deed, conveyance or other transfer, all of the property, rights, powers and franchises of Essex Bank and United Bank shall vest in United
Bank as the Merged Bank, and the Merged Bank shall be subject to and be deemed to have assumed all of the debts, liabilities, obligations and duties of Essex Bank and United Bank, and to have succeeded to all of the relationships, fiduciary or
otherwise, of Essex Bank and United Bank as fully and to the same extent as if such property, rights, powers, franchises, debts, liabilities, obligations, duties and relationships had been originally acquired, incurred or entered into by the Merged
Bank;",1948
1949,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10]/u[4],provided,1949
1950,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10],",",1950
1951,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10]/u[5],however,1951
1952,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[10],", that the Merged Bank shall not, through the Bank Merger, acquire power to engage in any business or to exercise any right, privilege or franchise that is not conferred on the Merged Bank by the Virginia Code or
applicable regulations.",1952
1953,/html/body/document/type/sequence/filename/description/text/center[74]/div/p[12],B-2,1953
1954,/html/body/document/type/sequence/filename/description/text/center[75]/div/p[1]/u[1],Section,1954
1955,/html/body/document/type/sequence/filename/description/text/center[75]/div/p[1]/u[3],4.2,1955
1956,/html/body/document/type/sequence/filename/description/text/center[75]/div/p[1],"The Merged Bank, upon the consummation of the Bank
Merger and without any order or other action on the part of any court or otherwise, shall hold and enjoy all rights of property, franchises and interests, including appointments, designations and nominations, and all other rights and interests as
agent, trustee, executor, administrator, registrar of stocks and bonds, guardian of estates, conservator, assignee, receiver and committee of estates of incompetents, bailee or depository of personal property, and in every other fiduciary and/or
custodial capacity, in the same manner and to the same extent as such rights, franchises and interests were held or enjoyed by each of Essex Bank and United Bank immediately prior to the Effective Time.",1956
1957,/html/body/document/type/sequence/filename/description/text/center[75]/div/p[2]/b,ARTICLE V,1957
1958,/html/body/document/type/sequence/filename/description/text/center[75]/div/p[3]/u[1],Section,1958
1959,/html/body/document/type/sequence/filename/description/text/center[75]/div/p[3]/u[3],5.1,1959
