,xpaths,text,all_nodes_ordering
2113,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[1],“,2113
2114,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[1]/u,Book-Entry Shares,2114
2115,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[1],” shall mean Book-Entry Common Shares.,2115
2116,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[2],“,2116
2117,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[2]/u,business day,2117
2118,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[2],"” shall mean a day except a Saturday, a Sunday or other day on which banks in New York City or Frankfurt,
Germany are authorized or required by Legal Requirements to be closed.",2118
2119,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[3],“,2119
2120,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[3]/u[1],Capitalization Date,2120
2121,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[3],” is defined in,2121
2122,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[3]/u[2],Section,2122
2123,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[3]/u[4],3.3(a),2123
2124,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[3],of this Agreement.,2124
2125,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[4],“,2125
2126,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[4]/u[1],Certificates,2126
2127,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[4],” is defined in,2127
2128,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[4]/u[2],Section,2128
2129,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[4]/u[4],2.6(b),2129
2130,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[4],of this Agreement.,2130
2131,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5],“,2131
2132,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5]/u[1],Change in Circumstance,2132
2133,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5],"” shall mean any fact, change, event,
occurrence, condition, circumstance or development with respect to the Company that was not actually known to the Company Board prior to the date of this Agreement (or, if known, the consequences of which were not known by the Company Board prior to
the date of this Agreement);",2133
2134,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5]/u[2],provided,2134
2135,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[5],", that the receipt, existence or terms of an Acquisition Proposal shall not be deemed to be a Change in Circumstance.",2135
2136,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],“,2136
2137,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/u[1],Closing,2137
2138,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],” is defined in,2138
2139,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/u[2],Section,2139
2140,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6]/u[4],2.3(a),2140
2141,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[6],of this Agreement.,2141
2142,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7],“,2142
2143,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7]/u[1],Closing,2143
2144,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7]/u[2],Date,2144
2145,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7],” is defined in,2145
2146,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7]/u[3],Section,2146
2147,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7]/u[5],2.3(a),2147
2148,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[7],of this Agreement.,2148
2149,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[8],“,2149
2150,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[8]/u,Code,2150
2151,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[8],"” shall mean the Internal Revenue Code of 1986, as amended.",2151
2152,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[9],“,2152
2153,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[9]/u,Company,2153
2154,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[9],” is defined in the preamble to this Agreement.,2154
2155,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[10],“,2155
2156,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[10]/u[1],Company Adverse Recommendation Change,2156
2157,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[10],” is defined in,2157
2158,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[10]/u[2],Section,2158
2159,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[10]/u[4],6.1(a),2159
2160,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[10],of this Agreement.,2160
2161,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[11],“,2161
2162,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[11]/u,Company Board,2162
2163,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[11],” is defined in Recital C of this Agreement.,2163
2164,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[12],“,2164
2165,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[12]/u,Company Board Recommendation,2165
2166,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[12],” is defined in Recital C of this Agreement.,2166
2167,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[13],“,2167
2168,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[13]/u,Company Contract,2168
2169,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[13],"” shall mean any Contract to which an Acquired Corporation is a party as of the date of this Agreement,
other than any Employee Plan.",2169
2170,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[14],“,2170
2171,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[14]/u,Company Disclosure Schedule,2171
2172,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[14],"” shall mean the disclosure schedule that has been delivered
by the Company to Parent on the date of this Agreement.",2172
2173,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[15],“,2173
2174,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[15]/u,Company Equity Plans,2174
2175,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[15],"” shall mean the Company’s 2018 Equity
Incentive Plan and the Company’s Amended and Restated 2008 Stock Incentive Plan.",2175
2176,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[16],“,2176
2177,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[16]/u,Company ESPP,2177
2178,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[16],"” shall mean the
Company’s 2018 Employee Stock Purchase Plan.",2178
2179,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[17],“,2179
2180,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[17]/u,Company IP,2180
2181,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[17],"” shall mean all Intellectual Property that is owned by,
purported to be owned by or exclusively licensed to an Acquired Corporation.",2181
2182,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[18],“,2182
2183,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[18]/u,Company Lease,2183
2184,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[18],"” shall mean any Company
Contract pursuant to which any Acquired Corporation leases or subleases Leased Real Property from another Person.",2184
2185,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[19],“,2185
2186,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[19]/u,"Company
Options",2186
2187,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[19],” shall mean all options to purchase Shares granted by the Company.,2187
2188,/html/body/document/type/sequence/filename/description/text/center[68]/div/p[21],A-2,2188
2189,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1],“,2189
2190,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1]/u,Company Patents,2190
2191,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[1],"” shall mean any patent or patent application that is
Company IP or that has otherwise been assigned to an Acquired Corporation.",2191
2192,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2],“,2192
2193,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2]/u[1],Company Preferred Stock,2193
2194,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2],” is defined in,2194
2195,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2]/u[2],Section,2195
2196,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2]/u[4],3.3(a),2196
2197,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[2],of this Agreement.,2197
2198,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3],“,2198
2199,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3]/u[1],Company Registered IP,2199
2200,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3],” is defined in,2200
2201,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3]/u[2],Section,2201
2202,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3]/u[4],3.10(a),2202
2203,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[3],of this Agreement.,2203
2204,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4],“,2204
2205,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4]/u[1],Company,2205
2206,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4]/u[2],Related Parties,2206
2207,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4],” is defined in,2207
2208,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4]/u[3],Section,2208
2209,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4]/u[5],8.3(c),2209
2210,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[4],of this Agreement.,2210
2211,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],“,2211
2212,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/u[1],Company SEC Documents,2212
2213,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],” is defined in,2213
2214,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/u[2],Section,2214
2215,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5]/u[4],3.6(a),2215
2216,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[5],of this Agreement.,2216
2217,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[6],“,2217
2218,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[6]/u,Company Warrants,2218
2219,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[6],"” shall mean all warrants to purchase
Shares issued by the Company.",2219
2220,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7],“,2220
2221,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7]/u[1],Confidentiality Agreement,2221
2222,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7],” is defined in,2222
2223,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7]/u[2],Section,2223
2224,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7]/u[4],5.1,2224
2225,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[7],"of this
Agreement.",2225
2226,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[8],“,2226
2227,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[8]/u[1],Continuation Period,2227
2228,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[8],” is defined in,2228
2229,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[8]/u[2],Section,2229
2230,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[8]/u[4],6.3(a),2230
2231,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[8],of the Agreement.,2231
2232,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[9],“,2232
2233,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[9]/u[1],Continuing Employee,2233
2234,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[9],” is defined in,2234
2235,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[9]/u[2],Section,2235
2236,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[9]/u[4],6.3(a),2236
2237,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[9],of the Agreement.,2237
2238,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[10],“,2238
2239,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[10]/u,Contract,2239
2240,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[10],"” shall mean any written agreement, contract, obligation, promise, understanding or legally binding commitment or
undertaking (except, in each case, ordinary course of business purchase orders).",2240
2241,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11],“,2241
2242,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11]/u/font,COVID-19,2242
2243,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11],” shall mean,2243
2244,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11]/font[1]/font,SARS-CoV-2,2244
2245,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11],or,2245
2246,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11]/font[2],"COVID-19,",2246
2247,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[11],"and any evolutions thereof or related or associated epidemics, pandemic or disease outbreaks.",2247
2248,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12],“,2248
2249,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12]/u/font,COVID-19,2249
2250,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12]/u,Measures,2250
2251,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12],"” shall mean (i) any quarantine, “shelter in place,”
“stay at home,” workforce reduction, social distancing, shut down, closure, sequester or any other Legal Requirement, decree, judgment, injunction or other order or directive by any Governmental Body, public health authority or industry
group, including the Centers for Disease Control and Prevention and the World Health Organization, in connection with or in response to",2251
2252,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12]/font[1],"COVID-19,",2252
2253,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12],"including, the Coronavirus Aid, Relief, and Economic Security
Act (CARES), Families First Act and American Rescue Plan Act of 2021, in each case, as applicable to the Acquired Corporations or (ii) any reasonable measures, changes in business operations or other practices, affirmative or negative, adopted
in good faith by the Acquired Corporations (A) for the protection of the health or safety of the Acquired Corporations’ employees, partners, patients, vendors, service providers or any other persons, (B) to preserve the assets
utilized in connection with the business of the Acquired Corporations, or (C) that are otherwise substantially consistent with actions taken by others in the industries or geographic regions in which the affected businesses of the Acquired
Corporations or Parent or any of its respective Subsidiaries operate, in each case, in connection with or in response to",2253
2254,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12]/font[2],COVID-19,2254
2255,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[12],or any other related global or regional health event or circumstance.,2255
2256,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[13],“,2256
2257,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[13]/u[1],Depository Agent,2257
2258,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[13],” is defined in,2258
2259,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[13]/u[2],Section,2259
2260,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[13]/u[4],2.6(a),2260
2261,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[13],of this Agreement.,2261
2262,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[14],“,2262
2263,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[14]/u[1],Determination Notice,2263
2264,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[14],” is defined in,2264
2265,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[14]/u[2],Section,2265
2266,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[14]/u[4],6.1(b)(i),2266
2267,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[14],of this Agreement.,2267
2268,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[15],“,2268
2269,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[15]/u,DGCL,2269
2270,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[15],"” shall mean the Delaware General Corporation Law, as amended.",2270
2271,/html/body/document/type/sequence/filename/description/text/center[69]/div/p[17],A-3,2271
2272,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],“,2272
2273,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/u[1],Dissenting Shares,2273
2274,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],” is defined in,2274
2275,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/u[2],Section,2275
2276,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1]/u[4],2.7,2276
2277,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[1],"of
this Agreement.",2277
2278,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[2],“,2278
2279,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[2]/u,DOJ,2279
2280,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[2],” shall mean the Antitrust Division of the U.S. Department of Justice.,2280
2281,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3],“,2281
2282,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3]/u[1],Drug Governmental Body,2282
2283,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3],” is defined in,2283
2284,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3]/u[2],Section,2284
2285,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3]/u[4],3.14(a),2285
2286,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[3],of this Agreement.,2286
2287,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4],“,2287
2288,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4]/u[1],Effective Time,2288
2289,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4],” is defined in,2289
2290,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4]/u[2],Section,2290
2291,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4]/u[4],2.3(b),2291
2292,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[4],of this Agreement.,2292
2293,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[5],“,2293
2294,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[5]/u,Employee Plan,2294
2295,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[5],"” shall mean each (i) “employee benefit plan” as defined in Section 3(3) of ERISA (whether or
not subject to ERISA), (ii) compensation, employment, consulting, severance, termination protection, change in control, transaction bonus, retention or similar plan, agreement, arrangement, program or policy, or (iii) other plan, agreement,
arrangement, program or policy providing for compensation, bonuses, profit-sharing, equity or equity-based compensation or other forms of incentive or deferred compensation, vacation benefits, insurance (including any self-insured arrangement),
medical, dental, vision, prescription or fringe benefits, life insurance, relocation or expatriate benefits, perquisites, disability or sick leave benefits, employee assistance program, workers’ compensation, supplemental unemployment benefits
or post-employment or retirement benefits (including compensation, pension, health, medical or insurance benefits), in each case whether or not written (A) that is sponsored, maintained, administered, contributed to or entered into by any
Acquired Corporation for the current or future benefit of any director, officer, or employee (including any former director, officer, or employee) of any Acquired Corporation or to which an Acquired Corporation is a party or (B) for which any
Acquired Corporation has or may reasonably be expected to have any direct or indirect liability and, in each case, other than any statutory plan, statutory program and other statutory arrangement.",2295
2296,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[6],“,2296
2297,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[6]/u,Encumbrance,2297
2298,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[6],"” shall mean any lien, pledge, hypothecation, mortgage, security interest, encumbrance, right of first refusal,
preemptive right or similar restriction.",2298
2299,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[7],“,2299
2300,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[7]/u[1],End Date,2300
2301,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[7],” is defined in,2301
2302,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[7]/u[2],Section,2302
2303,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[7]/u[4],8.1(b),2303
2304,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[7],"of this
Agreement.",2304
2305,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[8],“,2305
2306,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[8]/u,Entity,2306
2307,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[8],” shall mean any corporation (including any,2307
2308,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[8]/font,non-profit,2308
2309,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[8],"corporation), general partnership, limited partnership, limited liability partnership, joint venture, estate, trust, company (including any company limited by shares, limited liability company or joint stock company), firm, society or other
enterprise, association, organization or entity.",2309
2310,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[9],“,2310
2311,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[9]/u,Environmental Law,2311
2312,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[9],"” shall mean any federal, state, local or foreign
Legal Requirement relating to pollution or protection of the environment (including ambient air, surface water, groundwater, land surface or subsurface strata), including any law or regulation relating to emissions, discharges, releases or
threatened releases of Hazardous Materials, or otherwise relating to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of Hazardous Materials.",2312
2313,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[10],“,2313
2314,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[10]/u,ERISA,2314
2315,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[10],"” shall mean the Employee Retirement Income Security Act of 1974, as amended.",2315
2316,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[11],“,2316
2317,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[11]/u,ERISA Affiliate,2317
2318,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[11],"” shall mean, with respect to any entity, any other entity that, together with such entity, would be treated
as a single employer under Section 414 of the Code.",2318
2319,/html/body/document/type/sequence/filename/description/text/center[70]/div/p[13],A-4,2319
2320,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1],“,2320
2321,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1]/u,Exchange Act,2321
2322,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[1],"” shall mean the Securities Exchange Act of 1934, as amended,
and the rules and regulations promulgated thereunder.",2322
2323,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2],“,2323
2324,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2]/u[1],Excluded Shares,2324
2325,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2],” is defined in,2325
2326,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2]/u[2],Section,2326
2327,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2]/u[4],1.1(a),2327
2328,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[2],of this Agreement.,2328
2329,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3],“,2329
2330,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3]/u[1],Extension Deadline,2330
2331,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3],” is defined in,2331
2332,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3]/u[2],Section,2332
2333,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3]/u[4],1.1(c),2333
2334,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[3],of this Agreement.,2334
2335,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[4],“,2335
2336,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[4]/u,FDA,2336
2337,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[4],” shall mean the U.S. Food and Drug Administration.,2337
2338,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[5],“,2338
2339,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[5]/u[1],Financing,2339
2340,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[5],” is defined in,2340
2341,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[5]/u[2],Section,2341
2342,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[5]/u[4],4.11(a),2342
2343,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[5],of this Agreement.,2343
2344,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[6],“,2344
2345,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[6]/u,Financing Sources,2345
2346,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[6],"” means the Persons that are party to the Royalty Purchase Agreements as “Buyers” and/or any
other buyers, purchasers, lenders or other financing sources under an in connection with an Alternative Financing or other agreements in connection with all or any part of the Financing described in the Royalty Purchase Agreements (or any
replacement financings), including the parties to any purchase and sale agreements, commitment letters, joinder agreements, indentures or credit agreements entered into pursuant thereto or relating thereto.",2346
2347,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[7],“,2347
2348,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[7]/u,FSE,2348
2349,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[7],” shall mean the Frankfurt Stock Exchange.,2349
2350,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[8],“,2350
2351,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[8]/u,FTC,2351
2352,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[8],” shall mean the U.S. Federal Trade Commission.,2352
2353,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[9],“,2353
2354,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[9]/u[1],GAAP,2354
2355,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[9],” is defined in,2355
2356,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[9]/u[2],Section,2356
2357,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[9]/u[4],3.6(b),2357
2358,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[9],of this Agreement.,2358
2359,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[10],“,2359
2360,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[10]/u,Good Clinical Practices,2360
2361,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[10],"” shall mean the FDA’s and the ICH’s standards for the design, conduct, performance,
monitoring, auditing, recording, analysis, and reporting of clinical trials, including those standards contained in 21 C.F.R. Parts 50, 54, 56 and 312, and comparable standards of any other applicable Governmental Body.",2361
2362,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[11],“,2362
2363,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[11]/u,Good Laboratory Practice Requirements,2363
2364,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[11],” shall mean the FDA’s and the ICH’s standards for conducting,2364
2365,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[11]/font,non-clinical,2365
2366,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[11],"laboratory studies, including those standards contained in 21 C.F.R. Part 58, and comparable standards of any other applicable Governmental Body.",2366
2367,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[12],“,2367
2368,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[12]/u,Governmental Body,2368
2369,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[12],"” shall mean any federal, state, local or foreign government, any transnational governmental organization
or any court of competent jurisdiction, arbitral, administrative agency or commission or other governmental authority or instrumentality, domestic or foreign.",2369
2370,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[13],“,2370
2371,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[13]/u,Governmental Permit,2371
2372,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[13],"” shall mean any permit, license, certificate, clearance, registration, qualification or authorization
issued, granted, given or otherwise made available by or under the authority of any Governmental Body.",2372
2373,/html/body/document/type/sequence/filename/description/text/center[71]/div/p[14],“,2373
